"codigo","descripcion","lista1","lista2","lista3","lista4","lista5","linea","rubro","capacidad","pack"
"1111","BUDWEISER 12 X 1","21.26","21.26","21.26","21.26","21.26","BUDWEISER","1","","12"
"1216","HEINEKEN. LOINECK 24 X 330","49.27","49.27","49.27","49.27","49.27","HEINEKEN","1","","24"
"1215","HEINEKEN LATA 24X473","68.85","68.85","68.85","68.85","68.85","HEINEKEN","1","","24"
"1214","HINEKEN LATA 24 X 350","43.42","43.42","43.42","43.42","43.42","HEINEKEN","1","","24"
"1213","HEINEKEN 6 X 1","41.51","41.51","41.51","41.51","41.51","HEINEKEN","1","","6"
"1212","HEINEKEN 12 X 650","26.77","26.77","26.77","26.77","26.77","HEINEKEN","1","","12"
"1211","HEINEKEN 12 X 1","21.26","21.26","21.26","21.26","21.26","HEINEKEN","1","","12"
"1115","BUD. LOINECK  24 X 355","68.85","68.85","68.85","68.85","68.85","BUDWEISER","1","","24"
"1112","BUDWEISER 12 X 650","26.77","26.77","26.77","26.77","26.77","BUDWEISER","1","","12"
"1113","BUDWEISER 6 X 1","41.51","41.51","41.51","41.51","41.51","BUDWEISER","1","","6"
"1114","BUD LATA 24 X 355","43.42","43.42","43.42","43.42","43.42","BUDWEISER","1","","24"
"1311","SCHNEIDER 12 X 1","21.26","21.26","21.26","21.26","21.26","SCHNEIDER","1","","12"
"1312","SCHNEIDER 12 X 1 NEGRA","26.77","26.77","26.77","26.77","26.77","SCHNEIDER","1","","12"
"1313","SCHNEIDER LOINECK 24 X 355","41.51","41.51","41.51","41.51","41.51","SCHNEIDER","1","","24"
"1411","NEGRA MODELO 12 X 330","21.26","21.26","21.26","21.26","21.26","CORONA","1","","24"
"1511","CORONA 24 X 330","21.26","21.26","21.26","21.26","21.26","MODELO","1","","24"
"1611","GUINNESS 24 X 330","21.26","21.26","21.26","21.26","21.26","GUINNES","1","","24"
"2111","NATIVO 8 X 1 TINTO","28.35","28.35","28.35","28.35","28.35","NATIVO","2","","8"
"2112","NATIVO 6 X 3/4 TINTO","35.7","35.7","35.7","35.7","35.7","NATIVO","2","","6"
"2113","NATIVO 12 X 1 TINTO","55.35","55.35","55.35","55.35","55.35","NATIVO","2","","12"
"2121","NATIVO 8 X 1 ROSADO","28.35","28.35","28.35","28.35","28.35","NATIVO","2","","8"
"2122","NATIVO 6 X 3/4 ROSADO","35.7","35.7","35.7","35.7","35.7","NATIVO","2","","6"
"2123","NATIVO 12 X 1 ROSADO","55.35","55.35","55.35","55.35","55.35","NATIVO","2","","12"
"2131","NATIVO 8 X 1 BLANCO","28.35","28.35","28.35","28.35","28.35","NATIVO","2","","8"
"2132","NATIVO 6 X 3/4 BLANCO","35.7","35.7","35.7","35.7","35.7","NATIVO","2","","6"
"2133","NATIVO 12 X 1 BLANCO","55.35","55.35","55.35","55.35","55.35","NATIVO","2","","12"
"2211","TORO 12 X 1 TINTO","28.35","28.35","28.35","28.35","28.35","TORO","2","","12"
"2212","TORO 8  X 1 TINTO","35.7","35.7","35.7","35.7","35.7","TORO","2","","8"
"2221","TORO 12 X 1 ROSADO","28.35","28.35","28.35","28.35","28.35","TORO","2","","12"
"2222","TORO 8 X 1 ROSADO","35.7","35.7","35.7","35.7","35.7","TORO","2","","8"
"2231","TORO 12 X 1 BLANCO","28.35","28.35","28.35","28.35","28.35","TORO","2","","12"
"2232","TORO 8 X 1 BLANCO","35.7","35.7","35.7","35.7","35.7","TORO","2","","8"
"2312","TORO VIEJO 6 X 3/4 ROSADO","35.7","35.7","35.7","35.7","35.7","TORO VIEJO","2","","6"
"2311","TORO VIEJO 6 X 3/4 TINTO","28.35","28.35","28.35","28.35","28.35","TORO VIEJO","2","","6"
"2313","TORO VIEJO 6 X 3/4 BLANCO","55.35","55.35","55.35","55.35","55.35","TORO VIEJO","2","","6"
"2314","TORO V. LACRADO 6 X 3/4","57.9","57.9","57.9","57.9","57.9","TORO VIEJO","2","","6"
"2315","TORO SIRAK 6 X 3/4 TINTO","91.8","91.8","91.8","91.8","91.8","TORO VIEJO","2","","6"
"2316","TORO V. SIRAK 6  X 1250 TTO","65.7","65.7","65.7","65.7","65.7","TORO VIEJO","2","","6"
"2317","TORO V.  6  X 1250 TORRONTES","1.5","1.5","1.5","1.5","1.5","TORO VIEJO","2","","6"
"2411","TORITO 6 X 3/4 TINTO","28.35","28.35","28.35","28.35","28.35","TORITO","2","","6"
"2412","TORITO 6 X 3/4 ROSADO","35.7","35.7","35.7","35.7","35.7","TORITO","2","","6"
"2413","TORITO 6 X 3/4 BLANCO","55.35","55.35","55.35","55.35","55.35","TORITO","2","","6"
"2511","MARQ. DE LA COLINA 6 X 3/4 TINTO","28.35","28.35","28.35","28.35","28.35","MARQUE DE LA COLINA","2","","6"
"2611","CANCILLER MALVEC X 3/4","28.35","28.35","28.35","28.35","28.35","CANCILLER","2","","1"
"2612","CANCILLER CABERNET X 3/4","35.7","35.7","35.7","35.7","35.7","CANCILLER","2","","1"
"2613","CANCILLER MERLOT X 3/4","55.35","55.35","55.35","55.35","55.35","CANCILLER","2","","1"
"2614","CANCILLER MALVEC X 1500","57.9","57.9","57.9","57.9","57.9","CANCILLER","2","","1"
"2615","CANCILLER CABERNET X 1500","91.8","91.8","91.8","91.8","91.8","CANCILLER","2","","1"
"2711","LA COLINA MALVEC X 3/4","28.35","28.35","28.35","28.35","28.35","LA COLINA","2","","1"
"2811","ESTANCIA MZA MERL-MALB X 3/4","28.35","28.35","28.35","28.35","28.35","ESTANCIA DE MENDOZA","2","","1"
"2812","ESTANCIA MZA CABER-MERLOT X 3/4","35.7","35.7","35.7","35.7","35.7","ESTANCIA DE MENDOZA","2","","1"
"2813","ESTANCIA MZA MALVEC X 3/4","55.35","55.35","55.35","55.35","55.35","ESTANCIA DE MENDOZA","2","","1"
"2814","ESTANCIA MZA CABERNET X 3/4","57.9","57.9","57.9","57.9","57.9","ESTANCIA DE MENDOZA","2","","1"
"2821","ESTANCIA MZA CHENIN-CHARD X 3/4","28.35","28.35","28.35","28.35","28.35","ESTANCIA DE MENDOZA","2","","1"
"2822","ESTANCIA MZA CHARDONAY X 3/4","35.7","35.7","35.7","35.7","35.7","ESTANCIA DE MENDOZA","2","","1"
"2911","TORO PRISMA 6 X 750 SIRAH","28.35","28.35","28.35","28.35","28.35","TORO PRISMA","2","","6"
"21011","COLON MALVEC X 3/4","28.35","28.35","28.35","28.35","28.35","COLON","2","","1"
"2921","TORO PRISMA 6 X 750 TORR","28.35","28.35","28.35","28.35","28.35","TORO PRISMA","2","","6"
"21012","COLON CABERNET X 3/4","35.7","35.7","35.7","35.7","35.7","COLON","2","","1"
"3111","TUBITO 6 X 2 1/4 COLA","12","12","12","12","12","TUBITO","3","","6"
"3112","TUBITO 6 X 2 1/4 LIMA LIMON","12","12","12","12","12","TUBITO","3","","6"
"3113","TUBITO 6 X 2 1/4 NARANJA","12","12","12","12","12","TUBITO","3","","6"
"3114","TUBITO 6 X 2 1/4 GUARANA","12","12","12","12","12","TUBITO","3","","6"
"3115","TUBITO 6 X 2 1/4 POMELO","12","12","12","12","12","TUBITO","3","","6"
"3116","TUBITO 6 X 2 1/4 POMELO ROSADO","12","12","12","12","12","TUBITO","3","","6"
"3117","TUBITO 6 X 2 1/4 UVA","12","12","12","12","12","TUBITO","3","","6"
"3118","TUBITO 6 X 2 1/4 GRANADINA","12","12","12","12","12","TUBITO","3","","6"
"3119","TUBITO 6 X 2 1/4 LIMONADA","12","12","12","12","12","TUBITO","3","","6"
"3121","TUBITO 6 X 1 COLA","8","8","8","8","8","TUBITO","3","","6"
"3122","TUBITO 6 X 1 LIMA LIMON","8","8","8","8","8","TUBITO","3","","6"
"3123","TUBITO 6 X 1 NARANJ.","8","8","8","8","8","TUBITO","3","","6"
"3124","TUBITO 6 X 1 GUARANA","8","8","8","8","8","TUBITO","3","","6"
"3125","TUBITO 6 X 1 POMELO","8","8","8","8","8","TUBITO","3","","6"
"3126","TUBITO 6 X 1 POMELO ROSADO","8","8","8","8","8","TUBITO","3","","6"
"3127","TUBITO 6 X 1 UVA","8","8","8","8","8","TUBITO","3","","6"
"3128","TUBITO 6 X 1 GRANADINA","8","8","8","8","8","TUBITO","3","","6"
"3129","TUBITO 6 X 1 LIMONADA","8","8","8","8","8","TUBITO","3","","6"
"3131","TUBITO 6 X 350 COLA","5","5","5","5","5","TUBITO","3","","6"
"3132","TUBITO 6 X 350 L. LIMON","5","5","5","5","5","TUBITO","3","","6"
"3133","TUBITO 6 X 350 NARANJA","5","5","5","5","5","TUBITO","3","","6"
"3134","TUBITO 6 X 350 GUARANA","5","5","5","5","5","TUBITO","3","","6"
"3135","TUBITO 6 X 350 POMELO","5","5","5","5","5","TUBITO","3","","6"
"3136","TUBITO 6 X 350 ORO","5","5","5","5","5","TUBITO","3","","6"
"3137","TUBITO 6 X 350 UVA","5","5","5","5","5","TUBITO","3","","6"
"3138","TUBITO 6 X 350 GRANADINA","5","5","5","5","5","TUBITO","3","","6"
"3139","TUBITO 6 X 350 LIMONADA","5","5","5","5","5","TUBITO","3","","6"
"6111","V. DEL SUR POMELO 6 X 1 1/2","16","16","16","16","16","VILLA DEL SUR","6","","6"
"6112","V. DEL SUR NARANJA 6 X 1 1/2","16","16","16","16","16","VILLA DEL SUR","6","","6"
"6121","V. DEL SUR AGUA 6 X 2 1/4","13","13","13","13","13","VILLA DEL SUR","6","","6"
"6122","V. DEL SUR 6 X 1 1/2 AGUA","11","11","11","11","11","VILLA DEL SUR","6","","6"
"6123","V. DEL SUR 12 X 750 AGUA","17","17","17","17","17","VILLA DEL SUR","6","","12"
"6211","VILLAVICENCIO 6 X 2 S/G","13","13","13","13","13","VILLA VICENCIO","6","","6"
"6212","VILLAVICENCIO 6 X 1 1/2 S/G","11","11","11","11","11","VILLA VICENCIO","6","","6"
"6213","VILLAVICENCIO 12 X 500 SIN GAS","15","15","15","15","15","VILLA VICENCIO","6","","12"
"6221","V. VICENCIO 6 X 1 1/2 GASIFICADO","13","13","13","13","13","VILLA VICENCIO","6","","6"
"6222","VILLAVICENCIO 12 X 500 CON GAS","17","17","17","17","17","VILLA VICENCIO","6","","12"
"6311","SER 6 X 2 NAR-DUR","20","20","20","20","20","SER","6","","6"
"6312","SER 6 X 1 1/2 NAR-DURAZNO","15","15","15","15","15","SER","6","","6"
"6313","SER 12 X 500 NAR-DUR","19","19","19","19","19","SER","6","","12"
"6321","SER 6 X 2 L.LIMON","20","20","20","20","20","SER","6","","6"
"6322","SER 6 X 1 1/2 L.LIMON","15","15","15","15","15","SER","6","","6"
"6323","SER 12 X 500 L.LIMON","19","19","19","19","19","SER","6","","12"
"6331","SER 6 X 2 CITRUS","20","20","20","20","20","SER","6","","6"
"6332","SER 6 X 1 1/2 CITRUS","15","15","15","15","15","SER","6","","6"
"6333","SER 12 X 500 CITRUS","19","19","19","19","19","SER","6","","12"
"6351","SER VIDACTIV 6 X 1 1/2 NAR-POM","17","17","17","17","17","SER","6","","6"
"6352","SER VIDACTIV 12 X 715 NAR-POM","25","25","25","25","25","SER","6","","12"
"7111","DOBLE V X 1 LT","9","9","9","9","9","DOBLE V","7","","1"
"7211","PADDY X 1 LT","7","7","7","7","7","PADDY","7","","1"
"7311","WHISKY ARIZONA  X 750","5","5","5","5","5","ARIZONA","7","","6"
"7411","WHISKI PREMIUM X 1 LT","21","21","21","21","21","PREMIUM","7","","1"
"7511","WHISKI BALLANTINES X 750","47","47","47","47","47","BALLANTINES","7","","1"
"7611","WHISKI BLEN. PRIDE X 1 LT","25","25","25","25","25","BLENDERS PRIDE","7","","1"
"7711","WHISKI BLACK JACK X 750","10","10","10","10","10","BLACK JACK","7","","1"
"8112","LICOR SIVIAR 12 X 187 ARGENT.","26","26","26","26","26","SIVIAR","8","","1"
"7811","WHISKI HIRAN WALKER X 750","10","10","10","10","10","HIRAN WALKER","7","","1"
"7911","WHISKI CHIVAS REGAL 12 ANOS","110","110","110","110","110","CHIVAS REGAL 12 ANOS","7","","1"
"5211","JUGO FARNEDA 6 X 500 NAR.","6","6","6","6","6","FARNEDA","5","","1"
"71011","FERNET CAPRI X 750","8","8","8","8","8","CAPRI","7","","1"
"5218","JUGO FARNEDA 6 X 500 COLA","6","6","6","6","6","FARNEDA","5","","6"
"71012","FERNET CAPRI X 450","5","5","5","5","5","CAPRI","7","","1"
"5217","JUGO FARNEDA 6 X 500 GRANAD","6","6","6","6","6","FARNEDA","5","","6"
"5216","JUGO FARNEDA 6 X 500 DURAZNO","6","6","6","6","6","FARNEDA","5","","6"
"71013","FERNET CAPRI X 200","3","3","3","3","3","CAPRI","7","","1"
"71111","FERNET RAMAZZOTTI X 1 LT","21","21","21","21","21","RAMAZZOTTI","7","","1"
"5215","JUGO FARNEDA 6 X 500 FRUTILLA","6","6","6","6","6","FARNEDA","5","","6"
"5214","JUGO FARNEDA 6 X 500 ANANA","6","6","6","6","6","FARNEDA","5","","6"
"71211","FERNET SIVIAR X 930","5","5","5","5","5","SIVIAR","7","","1"
"5213","JUGO FARNEDA 6 X 500 POMEL","6","6","6","6","6","FARNEDA","5","","6"
"71212","FERNET SIVIAR 12 X 187","24","24","24","24","24","SIVIAR","7","","1"
"5212","JUGO FARNEDA 6 X 500 MAND","6","6","6","6","6","FARNEDA","5","","6"
"71311","CANA SIMPATICA 10 X 1 LT","25","25","25","25","25","SIMPATICA","7","","10"
"71411","CANA PERIBEBUY 10 X 1 LT","25","25","25","25","25","PEREBEBUY","7","","10"
"9611","CHAMP. LA COLINA DEMISEC X 750","7","7","7","7","7","LA COLINA","9","","1"
"8113","LICOR SIVIAR 12 X 187 CAFE","26","26","26","26","26","SIVIAR","8","","1"
"8114","LICOR SIVIAR 12  X 187 DURAZ.","26","26","26","26","26","SIVIAR","8","","1"
"8115","LICOR SIVIAR 12 X 187 FRUTILLA","26","26","26","26","26","SIVIAR","8","","1"
"8116","LICOR SIVIAR 12 X 187 MENTA","26","26","26","26","26","SIVIAR","8","","1"
"8117","PINA COLADA SIVIAR 12 X 187","26","26","26","26","26","SIVIAR","8","","1"
"8118","LICOR SIVIAR 12 X 187 D. DE LECHE","27","27","27","27","27","SIVIAR","8","","1"
"8119","LICOR SIVIAR 12 X 187 ANIS","26","26","26","26","26","SIVIAR","8","","1"
"8121","LICOR SIVIAR  X 750 CHOCOL.","5","5","5","5","5","SIVIAR","8","","1"
"8122","LICOR SIVIAR X 750 ARGETINO","4","4","4","4","4","SIVIAR","8","","1"
"8123","LICOR SIVIAR  X 750 CAFE","4","4","4","4","4","SIVIAR","8","","1"
"8124","LICOR SIVIAR  X 750 DURAZ.","4","4","4","4","4","SIVIAR","8","","1"
"8125","LICOR SIVIAR X 750 FRUTILLA","4","4","4","4","4","SIVIAR","8","","1"
"8126","LICOR SIVIAR  X 750 MENTA","4","4","4","4","4","SIVIAR","8","","1"
"8127","PINA COLADA SIVIAR X 750","4","4","4","4","4","SIVIAR","8","","1"
"8128","LICOR SIVIAR  X 750 DULCE DE LECHE","5","5","5","5","5","SIVIAR","8","","1"
"8129","LICOR SIVIAR  X 750 ANIS","4","4","4","4","4","SIVIAR","8","","1"
"8141","VODKA SIVIAR  X 750 FRUTILLA","4","4","4","4","4","SIVIAR","8","","6"
"8142","VODKA SIVIAR  X 750 ANANA","4","4","4","4","4","SIVIAR","8","","6"
"8143","VODKA SIVIAR  X 750 LIMON","4","4","4","4","4","SIVIAR","8","","6"
"8144","VODKA SIVIAR  X 750 DURAZNO","4","4","4","4","4","SIVIAR","8","","6"
"8145","VODKA SIVIAR  X 750 NARANJA","4","4","4","4","4","SIVIAR","8","","6"
"8146","VODKA SIVIAR  X 750 GUARANA","4","4","4","4","4","SIVIAR","8","","6"
"8147","VODKA SIVIAR  X 750 COMUN","4","4","4","4","4","SIVIAR","8","","6"
"8211","LICOR CUSENIER X 200 MENTA","2","2","2","2","2","CUSENIER","8","","1"
"8212","LICOR CUSENIER X 200 CAFE","2","2","2","2","2","CUSENIER","8","","1"
"8213","LICOR CUSENIER X 200 D. DE LECHE","2","2","2","2","2","CUSENIER","8","","1"
"8214","LICOR CUSENIER X 200 PINA CLINTON","2","2","2","2","2","CUSENIER","8","","1"
"8221","LICOR CUSENIER X 700 MENTA","7","7","7","7","7","CUSENIER","8","","1"
"8222","LICOR CUSENIER X 700 CAFE","7","7","7","7","7","CUSENIER","8","","1"
"8223","LICOR CUSENIER X 700 D. DE LECHE","7","7","7","7","7","CUSENIER","8","","1"
"8224","LICOR CUSENIER X 1 LT PINA CLINTON","8","8","8","8","8","CUSENIER","8","","1"
"9111","FRIZZE 6 X 750 BLANCO","31","31","31","31","31","FRIZZE","9","","1"
"9112","FRIZZE 6 X 750 ROJO","31","31","31","31","31","FRIZZE","9","","1"
"9113","FRIZZE 6 X 750 MELON","37","37","37","37","37","FRIZZE","9","","1"
"9114","FRIZZE 6 X 750 ANANA","37","37","37","37","37","FRIZZE","9","","1"
"9115","FRIZZE 6 X 750 CITRUS","37","37","37","37","37","FRIZZE","9","","1"
"9116","FRIZZE 6 X 750 DURAZNO","37","37","37","37","37","FRIZZE","9","","1"
"9117","FRIZZE 6 X 750 F. DEL BOSQUE","37","37","37","37","37","FRIZZE","9","","1"
"9118","FRIZZE 6 X 750 FRUTILLA","37","37","37","37","37","FRIZZE","9","","1"
"9211","CHAMP. MUMM CUEE X 750 EXT. BRUT","24","24","24","24","24","MUMM","9","","1"
"9212","CHAMP. MUMM CUEE X 750 DEMISEC","22","22","22","22","22","MUMM","9","","1"
"9311","CHAMP. COLON X 750 DEMISEC","10","10","10","10","10","COLON","9","","1"
"9312","CHAMP. COLON X 750 EXT. BRUT","10","10","10","10","10","COLON","9","","1"
"9511","CHAMP. GRAN CANCILLER X 750","14","14","14","14","14","CANCILLER","9","","1"
"9512","CHAMP. CANCILLER BRUT X 750","10","10","10","10","10","CANCILLER","9","","1"
"9513","CHAMP. CANCILLER E. BRUT X 750","10","10","10","10","10","CANCILLER","9","","1"
"9514","CHAMP. CANCILLER DEMISEC X 750","10","10","10","10","10","CANCILLER","9","","1"
"9411","FRIZANTE WISH X 750 BLANCO","9","9","9","9","9","WISK","9","","1"
"9711","SIDRA EL GAITERO 6X 910","17","17","17","17","17","EL GAITERO","9","","1"
"9721","ANANA FIZZ 6X750 EL GAITERO","18","18","18","18","18","EL GAITERO","9","","1"
"9722","FREZA 6X750 EL GAITERO","18","18","18","18","18","EL GAITERO","9","","1"
"10111","ENERG. VITALIZA 12 X 250","30","30","30","30","30","VITALIZA","10","","1"
"10211","ENERG. RED BULL 24 X 250","95","95","95","95","95","RED BULL","10","","1"
"3211","EXOCET 6 X 2 1/4 COLA","10","10","10","10","10","EXOCET","3","","6"
"3212","EXOCET 6 X 2 1/4 L. LIMON","10","10","10","10","10","EXOCET","3","","6"
"3213","EXOCET 6 X 2 1/4 NARANJ","10","10","10","10","10","EXOCET","3","","6"
"3214","EXOCET 6 X 2 1/4 GUARANA","10","10","10","10","10","EXOCET","3","","6"
"3215","EXOCET 6 X 2 1/4 POMELO","10","10","10","10","10","EXOCET","3","","6"
"3216","EXOCET 6 X 2 1/4 POM. ROSADO","10","10","10","10","10","EXOCET","3","","6"
"3217","EXOCET 6 X 2 1/4 LIMONADA","10","10","10","10","10","EXOCET","3","","6"
"9612","CHAMP. LA COLINA X 750 BRUT","6","6","6","6","6","LA COLINA","9","","1"
"5111","JUGO TEREX X 12 NARANJ","6","6","6","6","6","TEREREX","5","","1"
"5112","JUGO TEREX X 12 POMELO","6","6","6","6","6","TEREREX","5","","1"
"5113","JUGO TEREX X 12 MIX","6","6","6","6","6","TEREREX","5","","1"
"5114","JUGO TEREX X 12 LIMON","6","6","6","6","6","TEREREX","5","","1"
"21111","DIAMANTE 12X1 TINTO","28.35","28.35","28.35","28.35","28.35","DIAMANTE","2","","12"
"21112","DIAMANTE 12X1 ROSADO","35.7","35.7","35.7","35.7","35.7","DIAMANTE","2","","12"
"21113","DIAMANTE 12X1 BLANCO","55.35","55.35","55.35","55.35","55.35","DIAMANTE","2","","12"
"4111","SODA TUBITO 6 X 21/4","9","9","9","9","9","TUBITO","4","","6"
"4121","SODA TUBITO 6X1 1/2","8","8","8","8","8","TUBITO","4","","6"
"31210","FERNET TUBITO 6X1","15","15","15","15","15","TUBITO","3","","6"
"6113","V. DEL SUR 6 X 1 1/2 MANZANA","16","16","16","16","16","VILLA DEL SUR","6","","6"
"6114","V. DEL SUR 12 X 500 POMELO","19","19","19","19","19","VILLA DEL SUR","6","","12"
"6116","V. DEL SUR 12 X 500 NARANJA","19","19","19","19","19","VILLA DEL SUR","6","","12"
"6115","V. DEL SUR 12 X 500 MANZANA","19","19","19","19","19","VILLA DEL SUR","6","","12"
"4211","SODA BRIO 6 X 1750","19","19","19","19","19","BRIO","4","","6"
"6214","V.VICENCIO SPORT 12 X 750 AGUA","18","18","18","18","18","VILLA VICENCIO","6","","12"
"5411","JUGO TUBITO 6 X 1 NARANJA BAGUAL","10","10","10","10","10","BAGUAL","5","","6"
"3218","EXOCET 6 X 2 1/4 TUTIFRUTI","10","10","10","10","10","EXOCET","3","","6"
"5521","TUBITO SERRANO 6 X1","8","8","8","8","8","SERRANO","5","","6"
"2626","CANCILLER CHENIN X 3/4","65.7","65.7","65.7","65.7","65.7","CANCILLER","2","","1"
"71511","WHISKI BLACK JACK X 1 LT","13","13","13","13","13","BLACK JACK X 1 LT","7","","1"
"8225","LICOR CUSENIER X 700 DURAZ.","7","7","7","7","7","CUSENIER","8","","1"
"8231","LICOR 8 HERMANOS X 1 LT ANIS","11","11","11","11","11","CUSENIER","8","","1"
"7312","WHISKI ARIZONA 12 X 187","19","19","19","19","19","ARIZONA","7","","1"
"8226","TIA MARIA X 700 LT","20","20","20","20","20","CUSENIER","8","","1"
"21211","GRAFFIGNA CABERNET X 3/4","28.35","28.35","28.35","28.35","28.35","GRAFFIGNA","2","","1"
"21212","GRAFFIGNA MALVEC X 3/4","35.7","35.7","35.7","35.7","35.7","GRAFFIGNA","2","","1"
"21213","GRAFFIGNA SIRAH X 3/4","55.35","55.35","55.35","55.35","55.35","GRAFFIGNA","2","","1"
"21224","GRAFFIGNA CHARDONAY X 3/4","57.9","57.9","57.9","57.9","57.9","GRAFFIGNA","2","","1"
"21215","GRAFFIGNA X 3/4 135 ANIVERS.","91.8","91.8","91.8","91.8","91.8","GRAFFIGNA","2","","1"
"21216","AYRES DE CAFAYATE CABERNT X 750","65.7","65.7","65.7","65.7","65.7","GRAFFIGNA","2","","1"
"11121","BOTELLA X 3/4","1","1","1","1","1","BOTELLAS","11","","1"
"11131","CAJON PLASTICO DE CERVEZA","17","17","17","17","17","BOTELLAS","11","","1"
"6361","SER 6 X 1 1/2 NAR-MANDARINA","15","15","15","15","15","SER","6","","6"
"2134","NATIVO BLANCO PROMO X 1","57.9","57.9","57.9","57.9","57.9","NATIVO","2","","1"
"2114","NATIVO TINTO PROMO X 1","57.9","57.9","57.9","57.9","57.9","NATIVO","2","","1"
"2125","NATIVO ROSADO PROMO COMBO X 6","91.8","91.8","91.8","91.8","91.8","NATIVO","2","","25"
"2136","NATIVO X 1 BLANCO","65.7","65.7","65.7","65.7","65.7","NATIVO","2","","1"
"2124","NATIVO ROSADO PROMO X 1","57.9","57.9","57.9","57.9","57.9","NATIVO","2","","1"
"71631","SIVIAR AMERICANO X 1 LT","3","3","3","3","3","AMERICANO SIVIER X 1 LT","7","","1"
"6215","VILLA VCENCIO 24 X 500 S/G VIDRIO","25","25","25","25","25","VILLA VICENCIO","6","","24"
